nom,image,ville,date,nature d'annonce,prix
 lusieu focus ,https://www.avito.ma/thumbs/90/9006484443.jpg,Casablanca,29 Jan,Annonce de professionnel,500
 8 Cables OBD2 Pour Voitures Diagnostic Adapter ,https://www.avito.ma/thumbs/01/0118285022.jpg,Casablanca,9 Fév,Annonce de professionnel,500
 2 amortiseur ford ,https://www.avito.ma/thumbs/90/9065321757.jpg,Casablanca,29 Jan,Annonce de professionnel,500
 واد فاس ,https://www.avito.ma/thumbs/90/9064425714.jpg,Fès,29 Jan,Annonce de professionnel,500
 كاصك جديد للبيع ,https://www.avito.ma/thumbs/90/9017862987.jpg,Fès,29 Jan,Annonce de professionnel,500
 كاصك ,https://www.avito.ma/thumbs/89/8913628206.jpg,Fès,29 Jan,Annonce de professionnel,500
 pyas moto c 90 ba9i bzaaf ,https://www.avito.ma/thumbs/89/8985819674.jpg,Salé,28 Jan,Annonce de professionnel,500
 البرانص1 تجزئة فضيلة ,https://www.avito.ma/thumbs/77/7744832969.jpg,Tanger,16 Jan,Annonce de professionnel,500
 2 paraboles Peugeot 406 ,https://www.avito.ma/thumbs/77/7778581877.jpg,Salé,16 Jan,Annonce de professionnel,500
 casque -2018 ,https://www.avito.ma/thumbs/77/7721470693.jpg,Casablanca,16 Jan,Annonce de professionnel,500
 tanja ,https://www.avito.ma/thumbs/84/8410428918.jpg,Tanger,23 Jan,Annonce de professionnel,500
 طريق عين شقف ,https://www.avito.ma/thumbs/73/7300582311.jpg,Fès,12 Jan,Annonce de professionnel,500
 طريق عين الشقف ,https://www.avito.ma/thumbs/73/7354493902.jpg,Fès,12 Jan,Annonce de professionnel,500
 طريق عين الشقف ,https://www.avito.ma/thumbs/73/7372628382.jpg,Fès,12 Jan,Annonce de professionnel,500
 porte-bagage ,https://www.avito.ma/thumbs/72/7206242191.jpg,Casablanca,11 Jan,Annonce de professionnel,500
 PNEU GOODYEAR 185/65R/15 88H 195/50R/15 82V ,https://www.avito.ma/thumbs/68/6875201332.jpg,Rabat,7 Jan,Annonce de professionnel,500
 Barre de protection ,https://www.avito.ma/thumbs/68/6835779181.jpg,Tétouan,7 Jan,Annonce de professionnel,500
 velos 500 dh ,https://www.avito.ma/thumbs/67/6771240795.jpg,Casablanca,7 Jan,Annonce de professionnel,500
 casque sharck s500 fusion ,https://www.avito.ma/thumbs/67/6745957525.jpg,Casablanca,6 Jan,Annonce de professionnel,500
 agadiragadir ,https://www.avito.ma/thumbs/67/6723287111.jpg,Agadir,6 Jan,Annonce de professionnel,500
 Retrouviseur ford focus ,https://www.avito.ma/thumbs/63/6335292786.jpg,Fès,2 Jan,Annonce de professionnel,500
 lampe xenon D3S ,https://www.avito.ma/thumbs/62/6262327992.jpg,Khemisset,1 Jan,Annonce de professionnel,500
 Yamaha tmax -2011 ,https://www.avito.ma/thumbs/62/6251670242.jpg,Casablanca,1 Jan,Annonce de professionnel,500
 pièces diyal bicane ribeiro 2019 ,https://www.avito.ma/thumbs/62/6227021092.jpg,Ben Guerir,1 Jan,Annonce de professionnel,500
 Double camera dvr voiture hd gps/vision de nuit ,https://www.avito.ma/thumbs/82/8204851453.jpg,Rabat,13 Oct,Annonce de professionnel,500
 jantes ,https://www.avito.ma/thumbs/67/6731969038.jpg,Rabat,28 Sept,Annonce de professionnel,500
 portbagaj opel zafira ,https://www.avito.ma/thumbs/62/6244912131.jpg,Béni Mellal,23 Sept,Annonce de professionnel,500
 Gps tracker ,https://www.avito.ma/thumbs/56/5641968636.jpg,Tanger,17 Sept,Annonce de professionnel,500
 Feux avant/optiques (paraboles) pour C4 ,https://www.avito.ma/thumbs/47/4754342767.jpg,Rabat,8 Sept,Annonce de professionnel,500
 Vélo VTT à vendre ,https://www.avito.ma/thumbs/43/4358189106.jpg,Settat,1 Sept,Annonce de professionnel,500
 ثلاجة صغيرة ,https://www.avito.ma/thumbs/95/9589922854.jpg,Tan-Tan,18 Juil,Annonce de professionnel,500
 Serrure d'alarme de frein à disqueà tanger ,https://www.avito.ma/thumbs/13/1334645196.jpg,Tanger,21 Fév,Annonce de professionnel,501
 Détecteur radar numérique voiture à Tétouan ,https://www.avito.ma/thumbs/14/1435061711.jpg,Tétouan,22 Fév,Annonce de professionnel,504
 Mahindra scorpio ,https://www.avito.ma/thumbs/95/9550044220.jpg,Casablanca,3 Fév,Annonce de professionnel,510
 Poste Radio Kenwood ,https://www.avito.ma/thumbs/52/5237634092.jpg,Larache,22 Déc,Annonce de professionnel,500
 Pneus neufs ,https://www.avito.ma/thumbs/12/1249945169.jpg,Casablanca,21 Mar,Annonce de professionnel,520
 PNEU 155/80R13 DUNLOP ,https://www.avito.ma/thumbs/27/2751802296.jpg,Casablanca,6 Mar,Annonce de professionnel,528
 Pneus neufs ,https://www.avito.ma/thumbs/27/2741604398.jpg,El Jadida,Hier,Annonce de professionnel,530
 Casque Ls2 ,https://www.avito.ma/thumbs/42/4292786917.jpg,Tanger,21 Mar,Annonce de professionnel,530
 Pneus neufs ,https://www.avito.ma/thumbs/27/2764790383.jpg,Casablanca,6 Mar,Annonce de professionnel,530
 Radiateur aprilia rs50 ,https://www.avito.ma/thumbs/98/9849079893.jpg,Marrakech,6 Fév,Annonce de professionnel,530
 Castrol 5w30 5 litres ,https://www.avito.ma/thumbs/87/8730442956.jpg,Khouribga,26 Jan,Annonce de professionnel,530
 phare avant côté gauche Fiat Palio ,https://www.avito.ma/thumbs/31/3149925376.jpg,Casablanca,25 Mar,Annonce de professionnel,540
 Feu rouge classe c204 ,https://www.avito.ma/thumbs/52/5225598748.jpg,Kénitra,22 Déc,Annonce de professionnel,500
 بكلا مزيانا نقيا ,https://www.avito.ma/thumbs/36/3646767773.jpg,Fès,15 Mar,Annonce de professionnel,550
 Xiaomi 70mai Dashcam version globale et carte SD ,https://www.avito.ma/thumbs/98/9825402059.jpg,Meknès,6 Fév,Annonce de professionnel,550
 Rearview Mirror Car Recorder ,https://www.avito.ma/thumbs/35/3503327343.jpg,Guelmim,14 Mar,Annonce de professionnel,550
 دراجة هوائية نقية ,https://www.avito.ma/thumbs/35/3546645117.jpg,Meknès,14 Mar,Annonce de professionnel,550
 casque moto cross ,https://www.avito.ma/thumbs/33/3342575348.jpg,Oujda,12 Mar,Annonce de professionnel,550
 casque schuberth ,https://www.avito.ma/thumbs/33/3307816997.jpg,Oujda,12 Mar,Annonce de professionnel,550
 casque moto shark ,https://www.avito.ma/thumbs/33/3337605307.jpg,Oujda,12 Mar,Annonce de professionnel,550
 casque shark ,https://www.avito.ma/thumbs/33/3334625342.jpg,Oujda,12 Mar,Annonce de professionnel,550
 casque shark ,https://www.avito.ma/thumbs/33/3310727880.jpg,Oujda,12 Mar,Annonce de professionnel,550
 vélo ,https://www.avito.ma/thumbs/33/3342115496.jpg,Béni Mellal,12 Mar,Annonce de professionnel,550
 GPS Tracker véhicule traçage Anti-Vol Voiture Moto ,https://www.avito.ma/thumbs/18/1868856716.jpg,Fès,26 Fév,Annonce de professionnel,550
 Caméra Full HD 1080P ,https://www.avito.ma/thumbs/96/9654725490.jpg,Guelmim,6 Fév,Annonce de professionnel,550
 tablet tpad ,https://www.avito.ma/thumbs/92/9206744160.jpg,Kénitra,4 Fév,Annonce de professionnel,550
 دراجة هوائية ,https://www.avito.ma/thumbs/62/6244830758.jpg,Tanger,1 Jan,Annonce de professionnel,550
 débitmètre d'air ,https://www.avito.ma/thumbs/31/3155164573.jpg,Safi,10 Mar,Annonce de professionnel,600
 Jakma balota ,https://www.avito.ma/thumbs/33/3326561936.jpg,Kénitra,12 Mar,Annonce de professionnel,550
 Promo pneus ,https://www.avito.ma/thumbs/32/3293467866.jpg,Rabat,11 Mar,Annonce de professionnel,550
 Vélo pour enfant ,https://www.avito.ma/thumbs/31/3162684579.jpg,Rabat,10 Mar,Annonce de professionnel,550
 Dashcam Triple Caméra Avant/Intérieure/Recul ,https://www.avito.ma/thumbs/26/2676370043.jpg,Casablanca,5 Mar,Annonce de professionnel,599
 accessoire de moto ,https://www.avito.ma/thumbs/46/4662235518.jpg,Casablanca,25 Mar,Annonce de professionnel,600
 Casque Glovo taille XL ,https://www.avito.ma/thumbs/36/3695735129.jpg,Salé,15 Mar,Annonce de professionnel,600
 GPS Traqueur APP Contrôle Anti-Vol Voiture Moto ,https://www.avito.ma/thumbs/18/1881835547.jpg,Casablanca,26 Fév,Annonce de professionnel,550
 Mini GPS Tracker véhicule traçage dispositif ,https://www.avito.ma/thumbs/18/1860125109.jpg,Al Hoceima,26 Fév,Annonce de professionnel,550
 Localisateur de périphérique antivol GPS Tracker ,https://www.avito.ma/thumbs/18/1840098506.jpg,Kénitra,26 Fév,Annonce de professionnel,550
 Velo ,https://www.avito.ma/thumbs/17/1706761086.jpg,Rabat,26 Fév,Annonce de professionnel,550
 Vtt bon état ,https://www.avito.ma/thumbs/16/1681835669.jpg,Mohammedia,25 Fév,Annonce de professionnel,550
 Top case givi ,https://www.avito.ma/thumbs/16/1663696040.jpg,Nouaceur,24 Fév,Annonce de professionnel,550
 GF-09 Mini GPS Miniature Tracker Locator ,https://www.avito.ma/thumbs/16/1677398730.jpg,Tanger,24 Fév,Annonce de professionnel,550
 دراجة هوائية ,https://www.avito.ma/thumbs/62/6245218463.jpg,Tanger,1 Jan,Annonce de professionnel,550
 دراجة هوائية ,https://www.avito.ma/thumbs/62/6283663107.jpg,Tanger,1 Jan,Annonce de professionnel,550
 gron robot -2015 ,https://www.avito.ma/thumbs/62/6283485774.jpg,Agadir,1 Jan,Annonce de professionnel,550
 Fox bike ,https://www.avito.ma/thumbs/59/5906514163.jpg,Agadir,29 Déc,Annonce de professionnel,550
 Les housses ,https://www.avito.ma/thumbs/58/5802594879.jpg,Fès,28 Déc,Annonce de professionnel,550
 3 Pneux de marque ,https://www.avito.ma/thumbs/58/5884178922.jpg,Meknès,28 Déc,Annonce de professionnel,550
 trois jackets moto ,https://www.avito.ma/thumbs/30/3045052307.jpg,Marrakech,10 Mar,Annonce de professionnel,600
 housse voiture cuir ,https://www.avito.ma/thumbs/30/3085880923.jpg,Marrakech,10 Mar,Annonce de professionnel,600
 pikala madame -2020 ,https://www.avito.ma/thumbs/30/3034197609.jpg,Béni Mellal,9 Mar,Annonce de professionnel,600
 Velo bitwin elpos ,https://www.avito.ma/thumbs/30/3089431136.jpg,Agadir,9 Mar,Annonce de professionnel,600
 Cam Voiture DVR Dual Camera Avec Traceur GPS ,https://www.avito.ma/thumbs/17/1734519109.jpg,Casablanca,25 Fév,Annonce de professionnel,599
 Caméra de voiture 3 caméra avent intérieur recul ,https://www.avito.ma/thumbs/10/1041121922.jpg,Casablanca,18 Fév,Annonce de professionnel,599
 GSM/GPRS suivi véhicule tk103B ,https://www.avito.ma/thumbs/10/1062821020.jpg,Casablanca,18 Fév,Annonce de professionnel,599
 Double Caméra wifi voiture dvr WIFI Full HD 1080 ,https://www.avito.ma/thumbs/10/1021582019.jpg,Casablanca,18 Fév,Annonce de professionnel,599
 CAméra De Voiture Double Lentille HD 1080p ,https://www.avito.ma/thumbs/10/1096579184.jpg,Casablanca,18 Fév,Annonce de professionnel,599
 Ordinateur de bord Opel Vectra Signum ,https://www.avito.ma/thumbs/45/4594437713.jpg,Casablanca,24 Mar,Annonce de professionnel,600
 Lève vitre Mercedes classe C w203 NEUF ,https://www.avito.ma/thumbs/45/4596532975.jpg,Casablanca,24 Mar,Annonce de professionnel,600
 Feu Mercedes classe C W203 coupé droit ,https://www.avito.ma/thumbs/45/4591527872.jpg,Casablanca,24 Mar,Annonce de professionnel,600
 Feux arrière Peugeot 106 avec porte lampe ,https://www.avito.ma/thumbs/45/4550016650.jpg,Casablanca,24 Mar,Annonce de professionnel,600
 Titre de l’annonce ,https://www.avito.ma/thumbs/45/4581165023.jpg,Casablanca,24 Mar,Annonce de professionnel,600
 injecteurs 1.9 dci ,https://www.avito.ma/thumbs/44/4498570495.jpg,Fès,23 Mar,Annonce de professionnel,600
 Interface Diagnostic INPA DCAN Pour BMW ,https://www.avito.ma/thumbs/35/3506851750.jpg,Casablanca,14 Mar,Annonce de professionnel,600
 velos ,https://www.avito.ma/thumbs/35/3578868950.jpg,Sidi Kacem,14 Mar,Annonce de professionnel,600
 vende aquarium ,https://www.avito.ma/thumbs/35/3520913274.jpg,Casablanca,14 Mar,Annonce de professionnel,600
 cable diagnostic ,https://www.avito.ma/thumbs/35/3516209263.jpg,Salé,14 Mar,Annonce de professionnel,600
 بيكالا جديدة ,https://www.avito.ma/thumbs/15/1562490691.jpg,Berkane,24 Fév,Annonce de professionnel,550
 vélo ,https://www.avito.ma/thumbs/15/1575261234.jpg,El Jadida,23 Fév,Annonce de professionnel,550
 vélo Bali mzn ,https://www.avito.ma/thumbs/15/1574452846.jpg,Tanger,23 Fév,Annonce de professionnel,550
 دراجة نارية للبيع -2015 ,https://www.avito.ma/thumbs/14/1458269334.jpg,Oujda,23 Fév,Annonce de professionnel,550
 Vélo rouge ,https://www.avito.ma/thumbs/12/1209551641.jpg,Casablanca,22 Fév,Annonce de professionnel,550
 démarreur jdid ,https://www.avito.ma/thumbs/23/2397086668.jpg,El Jadida,2 Mar,Annonce de professionnel,600
 Vélo neuf ,https://www.avito.ma/thumbs/18/1802759235.jpg,Tanger,26 Fév,Annonce de professionnel,600
 Casque Lazer originale -2019 ,https://www.avito.ma/thumbs/57/5751019877.jpg,Casablanca,27 Déc,Annonce de professionnel,550
 Vélo VTT électrique ,https://www.avito.ma/thumbs/56/5615603745.jpg,Casablanca,26 Déc,Annonce de professionnel,550
 Reprong Double Clé Nissan á Rabat ,https://www.avito.ma/thumbs/55/5598089041.jpg,Rabat,25 Déc,Annonce de professionnel,550
 دراجة هوائية ,https://www.avito.ma/thumbs/54/5454232035.jpg,Meknès,24 Déc,Annonce de professionnel,550
 Porte dial dar 7did ,https://www.avito.ma/thumbs/54/5450380791.jpg,Rabat,24 Déc,Annonce de professionnel,550
 Pikala ,https://www.avito.ma/thumbs/53/5334921138.jpg,Kénitra,24 Déc,Annonce de professionnel,550
 velo btt ,https://www.avito.ma/thumbs/90/9050452674.jpg,Salé,23 Déc,Annonce de professionnel,550
 jantes 15 ,https://www.avito.ma/thumbs/94/9487430996.jpg,Bouznika,21 Oct,Annonce de professionnel,550
 pièces de rechange ,https://www.avito.ma/thumbs/23/2316968916.jpg,Benslimane,2 Fév,Annonce de professionnel,555
 SEMI SYNTEC 15W-40 ,https://www.avito.ma/thumbs/16/1622206456.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,570
 vente de pneus neufs. ,https://www.avito.ma/thumbs/10/1060610274.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,580
 Système GPS Pour Voiture TK103 B par SIM et coupe- ,https://www.avito.ma/thumbs/05/0545491126.jpg,Casablanca,13 Fév,Annonce de professionnel,599
 Écran Avec 3 Caméra DVR ,https://www.avito.ma/thumbs/05/0596989874.jpg,Casablanca,13 Fév,Annonce de professionnel,599
 Caméra de Recule & DVR Double objectif 3CAM FULLhd ,https://www.avito.ma/thumbs/20/2038503216.jpg,Casablanca,13 Fév,Annonce de professionnel,599
 Rabat300 -Caméra GPS embarquée double objectif ,https://www.avito.ma/thumbs/01/0117585927.jpg,Rabat,9 Fév,Annonce de professionnel,599
 TK103B Car GPS Tracker Real Time ,https://www.avito.ma/thumbs/39/3951844871.jpg,Casablanca,5 Fév,Annonce de professionnel,599
 Ecran Tactile Dial siarat ,https://www.avito.ma/thumbs/80/8074824235.jpg,Nador,19 Jan,Annonce de professionnel,599
 Interface diagnostique pour BMW MINI INPA ,https://www.avito.ma/thumbs/44/4443785541.jpg,Casablanca,23 Mar,Annonce de professionnel,600
 4 injecteurs 407 /c5 essence 2004/2006 ,https://www.avito.ma/thumbs/44/4408338393.jpg,Fès,23 Mar,Annonce de professionnel,600
 velo comme neuf ,https://www.avito.ma/thumbs/44/4466480719.jpg,Agadir,23 Mar,Annonce de professionnel,600
 70mai Smart WiFi voiture DVR de Xiaomià Kénitra ,https://www.avito.ma/thumbs/12/1290011738.jpg,Kénitra,20 Fév,Annonce de professionnel,550
 Mini Traqueur GPS Temps Réel Localisateur ,https://www.avito.ma/thumbs/12/1294029036.jpg,Fès,20 Fév,Annonce de professionnel,550
 Poste radio seat leon ,https://www.avito.ma/thumbs/23/2337453348.jpg,Casablanca,2 Mar,Annonce de professionnel,600
 GPS TOM TOM ,https://www.avito.ma/thumbs/23/2389162468.jpg,Casablanca,2 Mar,Annonce de professionnel,600
 Interface FIAT KM TOOL ,https://www.avito.ma/thumbs/22/2274807085.jpg,Casablanca,2 Mar,Annonce de professionnel,600
 KM TOOL For FIAT via OBD2 ,https://www.avito.ma/thumbs/22/2257164454.jpg,Taza,1 Mar,Annonce de professionnel,600
 pompe de gavage ,https://www.avito.ma/thumbs/22/2261400338.jpg,Rabat,1 Mar,Annonce de professionnel,600
 اغشية السيارات ,https://www.avito.ma/thumbs/17/1717876665.jpg,Casablanca,25 Fév,Annonce de professionnel,600
 POMPE GAZOIL ,https://www.avito.ma/thumbs/17/1738904497.jpg,Tanger,25 Fév,Annonce de professionnel,600
 Tank yamaha ,https://www.avito.ma/thumbs/17/1709360579.jpg,Tanger,25 Fév,Annonce de professionnel,600
 دراجة عادية صنع فرنسية ,https://www.avito.ma/thumbs/16/1609145119.jpg,Agadir,24 Fév,Annonce de professionnel,600
 دراجة عادية صنع فرنسية ,https://www.avito.ma/thumbs/16/1655592362.jpg,Agadir,24 Fév,Annonce de professionnel,600
 DASH33199/Caméra Avant Intérieure Recul ,https://www.avito.ma/thumbs/74/7489149090.jpg,Casablanca,13 Jan,Annonce de professionnel,599
 R300 dual lens dash cam caméra full hd ,https://www.avito.ma/thumbs/74/7453279175.jpg,Casablanca,13 Jan,Annonce de professionnel,599
 Caméra Rétroviseur 3 Objectifs Caméscope Dashcam ,https://www.avito.ma/thumbs/74/7418769323.jpg,Casablanca,13 Jan,Annonce de professionnel,599
 Caméra voiture 3 caméra in 1 ,https://www.avito.ma/thumbs/74/7414985077.jpg,Casablanca,13 Jan,Annonce de professionnel,599
 Double Camera WIFI pour voiture 2019 ,https://www.avito.ma/thumbs/74/7434490960.jpg,Casablanca,13 Jan,Annonce de professionnel,599
 GPS GSM Tracker De Voiture TK103 ,https://www.avito.ma/thumbs/74/7436666644.jpg,Casablanca,13 Jan,Annonce de professionnel,599
 Camera GPS Voiture ,https://www.avito.ma/thumbs/71/7174622687.jpg,Casablanca,10 Jan,Annonce de professionnel,599
 Gps locn voiture Tracker coupe moteur ,https://www.avito.ma/thumbs/53/5381783915.jpg,Casablanca,23 Déc,Annonce de professionnel,599
 cache cofre touran ,https://www.avito.ma/thumbs/12/1264297426.jpg,Marrakech,20 Fév,Annonce de professionnel,600
 3 Caméra Voiture DVR Double objectif et recule HD ,https://www.avito.ma/thumbs/53/5343622832.jpg,Casablanca,23 Déc,Annonce de professionnel,599
 Capteur angle Audi A4 S4 2000 à 2008 ,https://www.avito.ma/thumbs/49/4931475831.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,600
 Interface INPA DCAN BMW ,https://www.avito.ma/thumbs/49/4943025517.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,600
 ovetto /aprilia ,https://www.avito.ma/thumbs/49/4955501159.jpg,Oujda,Aujourd'hui,Annonce de professionnel,600
 GPS tracker pour voiture et moto 12 / 36 v ,https://www.avito.ma/thumbs/49/4944362900.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,600
 antibrouillard Bmw gs ,https://www.avito.ma/thumbs/79/7905130200.jpg,Kénitra,18 Jan,Annonce de professionnel,600
 pikala ,https://www.avito.ma/thumbs/79/7946169188.jpg,Nador,18 Jan,Annonce de professionnel,600
 دراجة هوائية ,https://www.avito.ma/thumbs/79/7960415278.jpg,Nador,18 Jan,Annonce de professionnel,600
 vélo hélium ,https://www.avito.ma/thumbs/79/7930922911.jpg,Ouarzazate,18 Jan,Annonce de professionnel,600
 carrera conor ,https://www.avito.ma/thumbs/79/7967106300.jpg,Tanger,18 Jan,Annonce de professionnel,600
 دراجة هواءية ,https://www.avito.ma/thumbs/78/7866205108.jpg,Dakhla,17 Jan,Annonce de professionnel,600
 دراجة هوائية ,https://www.avito.ma/thumbs/92/9283106537.jpg,Temara,31 Jan,Annonce de professionnel,600
 2 Disques de frein vw ,https://www.avito.ma/thumbs/98/9866414199.jpg,Agadir,6 Fév,Annonce de professionnel,600
 4 ابواب سيارة R21 ,https://www.avito.ma/thumbs/86/8673879340.jpg,Touissit,25 Jan,Annonce de professionnel,600
 audi. a3 ,https://www.avito.ma/thumbs/73/7343859813.jpg,Marrakech,12 Jan,Annonce de professionnel,600
 Janta neo's ,https://www.avito.ma/thumbs/06/0604956308.jpg,Marrakech,14 Fév,Annonce de professionnel,600
 poste radio ,https://www.avito.ma/thumbs/86/8637142253.jpg,Marrakech,25 Jan,Annonce de professionnel,600
 Vélo pour enfants ,https://www.avito.ma/thumbs/86/8618996433.jpg,Kénitra,25 Jan,Annonce de professionnel,600
 كراء سيارات فارهة مع سائق متمكن في جميع مدن المغرب ,https://www.avito.ma/thumbs/86/8666262423.jpg,Casablanca,25 Jan,Annonce de professionnel,600
 a3. ,https://www.avito.ma/thumbs/73/7345931353.jpg,Marrakech,12 Jan,Annonce de professionnel,600
 cover voiture ,https://www.avito.ma/thumbs/73/7391024724.jpg,Salé,12 Jan,Annonce de professionnel,600
 batterie Bosch ,https://www.avito.ma/thumbs/73/7354351570.jpg,Casablanca,12 Jan,Annonce de professionnel,600
 bomba frein golf 4 130 ,https://www.avito.ma/thumbs/73/7342689526.jpg,Kénitra,12 Jan,Annonce de professionnel,600
 كرسي مرسيديس ,https://www.avito.ma/thumbs/73/7320846073.jpg,Temara,12 Jan,Annonce de professionnel,600
 Vélo enfant ,https://www.avito.ma/thumbs/73/7380630981.jpg,Tanger,12 Jan,Annonce de professionnel,600
 Btwin enfant ,https://www.avito.ma/thumbs/73/7376071325.jpg,Tanger,12 Jan,Annonce de professionnel,600
 Enjoliveur dacia dorijin ,https://www.avito.ma/thumbs/72/7225597528.jpg,Mohammedia,11 Jan,Annonce de professionnel,600
 casque shark original ,https://www.avito.ma/thumbs/06/0665182556.jpg,Tanger,14 Fév,Annonce de professionnel,600
 Vélo ,https://www.avito.ma/thumbs/06/0624851980.jpg,Kénitra,14 Fév,Annonce de professionnel,600
 baraborat opel astra ,https://www.avito.ma/thumbs/06/0659229859.jpg,Casablanca,14 Fév,Annonce de professionnel,600
 Peugeot 208 ,https://www.avito.ma/thumbs/05/0537184309.jpg,Taounate,13 Fév,Annonce de professionnel,600
 mala kia picanto ,https://www.avito.ma/thumbs/56/5626363616.jpg,Marrakech,26 Déc,Annonce de professionnel,600
 cask ,https://www.avito.ma/thumbs/50/5045971925.jpg,Oujda,20 Déc,Annonce de professionnel,600
